fileName,title,pubDate,category,tags,artwork,rating,spotify_url,youtube_url,artist,workYear,workMonth,workType
inoue_yousui-hansome_boy,井上陽水『ハンサムボーイ』,,音楽,,,85,https://open.spotify.com/intl-ja/album/4fKrmPOvNGERio51LCsrWz?si=rtNRxyXHSGShQWPL-3JMFQ,,井上陽水,1990,,アルバム
