# =============================================
# ex_ ファイル生成用 入力CSVテンプレート
# =============================================
#
# 【必須列】
#   url         : note または FC2 の記事URL
#   output先    : 1（自分の記事 → external/）/ 2（他サイト記事 → external_curated/）
#   category    : 音楽 / 映画 / 漫画 / ゲーム / 書籍 / 文章
#
# 【任意列】（空欄でもよい）
#   tags        : スペース区切りで複数可（例: 音楽 SonicYouth オルタナ）
#   description : サイト独自の紹介文（空欄なら "" で出力）
#   pubDate     : 記事の公開日（YYYY-MM-DD）。空欄なら自動取得、他サイト記事は手動推奨
#   author      : 著者名。空欄なら自動取得（OGPタイトルの｜以降 or meta[name=author]）
#
# 【注意】
#   - category は上記6種類のみ有効。それ以外はサイトのスキーマエラーになる
#   - # から始まる行はコメントとして読み飛ばされる
#
# https://listening-log.hatenablog.com/entry/2020/02/19/182321,2,音楽,文章,"",
url,output先,category,tags,description,pubDate
https://moma-bd.com/,2,音楽,ルーツ,"自分の出身校（？）のひとつです。10年くらい毎日更新チェックしていました（掲示板に投稿したことも多数あり）。当時オリコンのデイリーチャートを毎日チェックしていた自分、スピッツ・Mr.Childrenなどが好きで全作レビューを探していた自分、BOOK-OFFで格安のJ-POPアルバムを漁っていた自分、その全てを受け止める圧倒的な情報、もとい更新記事量でした。年月の重み。何を隠そうこのサイト（そして最初のFC2ブログ「一人音楽座談会」）自体がこの方のものを超参考にしています。このサイトを毎日更新確認する時期がなかったらそもそも15年前に「自分もブログを書いてみよう」なんて思ってない。今回のこのサイトは「こんな風になりたかったんだ」と改めて自分なりに作ったものです。",
https://sound.heavy.jp/grunge/,2,音楽,ルーツ,"自分の出身校（？）のひとつです。漠然と「オルタナ」に興味を持った時、その曖昧過ぎる輪郭に「線」を引いてくれたのがこのサイトでした。バンド紹介だけでなく、「シーン」や「概念」レベルの紹介もあり、何よりも「そうしたすべては歴史の線が繋がっている」という音楽地図を頭に広げさせてくれたのが思い出深い。・・・ちなみに自分がさりげなく大好きだったのが、一般的なガイド文のあとに、ちゃんと作品ごとに独自レビューが入っていたことです（今はカード化され別記事にリンクしますが昔はページにドンでした（古参アピール））。ともかく、基本的なガイド+概念くらいしか語らないサイトが山ほどあったので、ちゃんと「俺はこの作品はこう思う」と書いてあることが嬉しかった。一言で言うと、「書き手の人がちゃんと見える」。と、この体験・体感が自分がブログを書く時のひとつ指針にもなっています。",
https://ystmokzk.hatenablog.jp/,2,音楽,,"尊敬する「ブンゲイブ・ケイオンガクブ」からの記事シリーズ。とにかく文章量がすごい。Wilcoの名盤『Yankee Hotel Foxtrot』を取りあげている訳ですが、1曲ごとに記事があり（驚愕）、「自分が聴いて感じたこと」そのほぼ全てを投射したんじゃないかってボリュームに慄きます。ちなみに自分は本作にて「Radio Cure」を掴み切れずにいたので、この記事の「いわゆるカントリー的な、Neil Youngとか的な「土臭さ」とは全然別種の「空白」なんだと思う」に膝を打ったりしていました。",
https://listening-log.hatenablog.com/entry/2020/02/19/182321,2,映画,文章,"",
https://www.random-noir.net/list-2/,2,映画,批評,"往年のフィルム・ノワール作についてレビューがまとめられているサイト。2020年こえた令和のの時頃、黒沢清に導かれてここに辿り着いた自分にとって、案内板のようなものでした。",
